Src,Eqid,Version,Datetime,Lat,Lon,Magnitude,Depth,NST,Region
nc,71874875,0,"Sunday, November  4, 2012 00:36:48 UTC",38.8093,-122.7923,1.0,1.30,14,"Northern California"
us,b000dk11,6,"Sunday, November  4, 2012 00:16:33 UTC",-14.8574,167.3163,4.9,147.40,46,"Vanuatu"
hv,60426656,1,"Sunday, November  4, 2012 00:03:48 UTC",19.1762,-155.4440,1.9,2.40,15,"Island of Hawaii, Hawaii"
uw,60484031,3,"Saturday, November  3, 2012 23:54:43 UTC",45.0253,-124.1512,2.9,39.70,30,"offshore Oregon"
ak,10593087,2,"Saturday, November  3, 2012 23:29:43 UTC",61.3347,-146.1162,3.0,23.70,41,"Southern Alaska"
uu,60003787,2,"Saturday, November  3, 2012 23:24:24 UTC",39.0127,-111.4777,1.7,16.90, 8,"Utah"
pr,12308008,0,"Saturday, November  3, 2012 23:24:19 UTC",18.7828,-64.3206,2.6,43.00, 4,"Virgin Islands region"
ci,15240889,0,"Saturday, November  3, 2012 23:12:10 UTC",36.2435,-117.8645,1.5,6.60,22,"Central California"
hv,60426641,2,"Saturday, November  3, 2012 23:04:58 UTC",19.3225,-155.1228,2.6,8.00,34,"Island of Hawaii, Hawaii"
ci,15240881,0,"Saturday, November  3, 2012 23:03:58 UTC",33.9905,-118.2365,1.7,11.10,36,"Greater Los Angeles area, California"
pr,12308007,0,"Saturday, November  3, 2012 22:48:57 UTC",18.2441,-67.4945,3.3,139.00, 6,"Mona Passage, Puerto Rico"
nc,71874765,1,"Saturday, November  3, 2012 22:42:31 UTC",38.8448,-122.8290,2.0,2.40,32,"Northern California"
nc,71874755,1,"Saturday, November  3, 2012 22:40:05 UTC",38.8443,-122.8285,1.8,2.50,28,"Northern California"
ak,10593072,1,"Saturday, November  3, 2012 22:34:51 UTC",63.4779,-147.7846,1.5,15.10, 6,"Central Alaska"
ci,15240849,0,"Saturday, November  3, 2012 22:06:44 UTC",34.1318,-116.9415,1.3,7.80,50,"Southern California"
ci,15240841,0,"Saturday, November  3, 2012 21:57:41 UTC",33.4610,-116.4790,1.1,15.60,40,"Southern California"
ci,15240833,0,"Saturday, November  3, 2012 21:56:37 UTC",33.6975,-116.8067,1.0,22.10,41,"Southern California"
uu,60003772,2,"Saturday, November  3, 2012 21:29:03 UTC",38.8553,-112.1273,1.1,1.70, 7,"Utah"
uw,60484001,2,"Saturday, November  3, 2012 21:15:29 UTC",49.4280,-120.5055,2.2,0.00, 7,"British Columbia, Canada"
ci,15240817,0,"Saturday, November  3, 2012 21:02:23 UTC",32.5627,-115.6907,2.1,6.10,36,"Baja California, Mexico"
us,b000djzq,5,"Saturday, November  3, 2012 20:49:11 UTC",-21.9335,-176.3168,4.9,105.50,97,"Fiji region"
nc,71874695,1,"Saturday, November  3, 2012 20:37:17 UTC",35.5898,-120.8395,1.9,8.00,42,"Central California"
nc,71874690,1,"Saturday, November  3, 2012 19:51:44 UTC",38.8252,-122.8558,1.5,2.50,29,"Northern California"
us,b000djyg,5,"Saturday, November  3, 2012 19:08:53 UTC",-5.7961,146.9416,4.3,116.10,19,"eastern New Guinea region, Papua New Guinea"
us,b000djy2,9,"Saturday, November  3, 2012 18:40:52 UTC",17.4852,120.3199,4.5,44.90,67,"Luzon, Philippines"
nc,71874660,1,"Saturday, November  3, 2012 18:30:28 UTC",36.8108,-121.5395,1.6,5.00,28,"Central California"
ak,10593043,1,"Saturday, November  3, 2012 18:28:47 UTC",63.0823,-151.5401,2.2,0.00,14,"Central Alaska"
nc,71874655,3,"Saturday, November  3, 2012 18:19:36 UTC",36.8193,-121.5493,2.3,5.40,71,"Central California"
nc,71874640,0,"Saturday, November  3, 2012 18:08:04 UTC",39.4875,-122.3140,2.1,29.50,11,"Northern California"
pr,12308005,0,"Saturday, November  3, 2012 18:07:26 UTC",18.9276,-64.7618,2.9,78.00, 6,"Virgin Islands region"
nc,71874630,0,"Saturday, November  3, 2012 17:58:17 UTC",38.7663,-122.7247,1.0,3.70,17,"Northern California"
hv,60426596,1,"Saturday, November  3, 2012 17:53:01 UTC",19.3040,-155.9183,1.9,16.30,12,"Island of Hawaii, Hawaii"
us,b000djxc,8,"Saturday, November  3, 2012 17:49:14 UTC",52.5345,-132.0069,4.2,22.40,175,"Queen Charlotte Islands, Canada region"
pr,12308004,0,"Saturday, November  3, 2012 17:32:50 UTC",19.0526,-65.4766,2.9,46.00, 3,"Puerto Rico region"
ci,15240785,1,"Saturday, November  3, 2012 16:57:15 UTC",33.4867,-116.4478,1.1,14.90,50,"Southern California"
pr,12308006,0,"Saturday, November  3, 2012 16:43:09 UTC",19.6469,-64.3888,3.0,43.00, 6,"Virgin Islands region"
uu,60003757,2,"Saturday, November  3, 2012 15:44:22 UTC",39.0192,-111.4488,1.7,5.90, 7,"Utah"
ak,10593030,1,"Saturday, November  3, 2012 15:32:23 UTC",60.0646,-152.6187,3.2,102.20,11,"Southern Alaska"
uu,60003742,4,"Saturday, November  3, 2012 15:21:00 UTC",44.6040,-110.6572,1.0,5.00,16,"Yellowstone National Park, Wyoming"
uu,60003747,4,"Saturday, November  3, 2012 15:20:10 UTC",44.6068,-110.6565,1.3,5.10,10,"Yellowstone National Park, Wyoming"
nc,71874595,0,"Saturday, November  3, 2012 15:06:30 UTC",38.7765,-122.7207,1.3,2.80,21,"Northern California"
uw,60483966,2,"Saturday, November  3, 2012 15:05:34 UTC",47.4167,-121.8252,1.0,20.70,19,"Washington"
nc,71874585,0,"Saturday, November  3, 2012 15:02:01 UTC",38.7787,-122.7202,1.5,2.00,18,"Northern California"
nc,71874575,1,"Saturday, November  3, 2012 14:57:14 UTC",38.7782,-122.7195,1.8,2.40,24,"Northern California"
nc,71874570,1,"Saturday, November  3, 2012 14:44:10 UTC",37.7792,-122.0727,2.0,13.20,42,"San Francisco Bay area, California"
us,b000djw9,4,"Saturday, November  3, 2012 14:41:23 UTC",-4.9157,132.8549,4.6,51.80,14,"near the south coast of Papua, Indonesia"
nc,71874565,1,"Saturday, November  3, 2012 14:34:04 UTC",36.8135,-121.5355,2.3,5.70,41,"Central California"
nc,71874560,0,"Saturday, November  3, 2012 14:21:58 UTC",35.5632,-120.8532,1.0,12.40, 8,"Central California"
nc,71874555,3,"Saturday, November  3, 2012 14:19:18 UTC",36.8123,-121.5437,2.7,5.80,84,"Central California"
us,b000djw2,7,"Saturday, November  3, 2012 13:56:20 UTC",-15.5310,-71.6551,4.9,122.70,37,"southern Peru"
ci,15240721,0,"Saturday, November  3, 2012 13:37:06 UTC",33.8242,-116.9905,1.3,10.80,64,"Southern California"
nc,71876235,2,"Saturday, November  3, 2012 13:25:40 UTC",37.6443,-119.3808,1.0,9.00,17,"Central California"
nc,71874540,1,"Saturday, November  3, 2012 13:24:05 UTC",38.7798,-122.7555,1.8,1.80,26,"Northern California"
us,b000djvs,A,"Saturday, November  3, 2012 12:58:12 UTC",7.0695,-34.0778,5.8,9.40,453,"central Mid-Atlantic Ridge"
nc,71874525,2,"Saturday, November  3, 2012 12:27:30 UTC",37.6533,-119.3780,1.1,9.60,23,"Central California"
uu,60003722,2,"Saturday, November  3, 2012 12:23:04 UTC",38.6650,-112.5405,1.4,0.70,12,"Utah"
ci,15240681,0,"Saturday, November  3, 2012 12:19:40 UTC",33.1510,-115.6568,1.6,0.30,41,"Southern California"
us,b000djvj,8,"Saturday, November  3, 2012 12:18:42 UTC",52.3801,-132.7508,4.0,9.80,177,"Queen Charlotte Islands, Canada region"
us,b000dk0p,6,"Saturday, November  3, 2012 11:50:57 UTC",10.2000,-67.8900,3.1,5.00, 0,"Carabobo, Venezuela"
ak,10592997,1,"Saturday, November  3, 2012 11:45:30 UTC",61.5437,-141.1280,1.8,0.10,14,"Southern Alaska"
uw,60483951,1,"Saturday, November  3, 2012 11:44:36 UTC",43.7170,-121.3252,1.5,2.30, 8,"Newberry Caldera area, Oregon"
ak,10592986,1,"Saturday, November  3, 2012 11:13:21 UTC",61.5547,-141.1545,2.4,0.20,25,"Southern Alaska"
us,b000djv3,7,"Saturday, November  3, 2012 11:12:23 UTC",10.5426,126.9354,5.5,48.40,80,"Philippine Islands region"
nc,71874515,0,"Saturday, November  3, 2012 11:06:55 UTC",36.8270,-121.4002,1.0,10.50,11,"Central California"
ak,10592982,1,"Saturday, November  3, 2012 11:02:18 UTC",61.3942,-146.7351,1.8,23.10,15,"Southern Alaska"
ci,15240649,0,"Saturday, November  3, 2012 10:49:47 UTC",34.2320,-117.4640,2.5,12.10,143,"Southern California"
nc,71874505,0,"Saturday, November  3, 2012 10:43:36 UTC",39.6420,-120.7270,1.9,13.50, 7,"Northern California"
nc,71874495,0,"Saturday, November  3, 2012 10:21:44 UTC",38.7988,-122.8018,1.1,3.10,14,"Northern California"
nc,71874490,0,"Saturday, November  3, 2012 09:58:15 UTC",38.7485,-122.7230,1.2,1.00,14,"Northern California"
us,b000djuh,6,"Saturday, November  3, 2012 09:48:24 UTC",52.6111,-132.3783,4.0,10.10,111,"Queen Charlotte Islands, Canada region"
us,b000djuj,4,"Saturday, November  3, 2012 09:47:01 UTC",-16.4729,-71.7688,4.3,109.70,37,"southern Peru"
ak,10592972,1,"Saturday, November  3, 2012 09:35:39 UTC",61.7054,-148.2114,1.9,29.20,10,"Southern Alaska"
nc,71874485,0,"Saturday, November  3, 2012 09:26:17 UTC",37.6495,-122.0440,1.7,4.40,16,"San Francisco Bay area, California"
ak,10592963,1,"Saturday, November  3, 2012 09:17:03 UTC",61.3405,-141.2339,1.6,0.10, 8,"Southern Alaska"
ak,10592959,1,"Saturday, November  3, 2012 09:13:38 UTC",61.5407,-141.0766,2.0,0.20,19,"Southern Alaska"
ci,15240633,0,"Saturday, November  3, 2012 09:12:29 UTC",32.0445,-116.5687,1.8,7.20,26,"Baja California, Mexico"
nc,71874475,0,"Saturday, November  3, 2012 09:06:33 UTC",38.7792,-122.7553,1.2,1.90,16,"Northern California"
ak,10592952,1,"Saturday, November  3, 2012 08:53:06 UTC",61.8529,-151.0302,1.9,70.00, 5,"Southern Alaska"
ak,10592948,1,"Saturday, November  3, 2012 08:36:30 UTC",62.1415,-145.2285,1.7,33.60, 6,"Central Alaska"
ak,10592944,2,"Saturday, November  3, 2012 08:34:21 UTC",62.1748,-145.5768,1.9,23.00,13,"Central Alaska"
ak,10592941,1,"Saturday, November  3, 2012 08:24:22 UTC",63.3208,-144.9110,2.0,0.10,11,"Central Alaska"
ak,10592933,1,"Saturday, November  3, 2012 07:53:50 UTC",63.2826,-150.5097,2.0,128.50,16,"Central Alaska"
nc,71874445,0,"Saturday, November  3, 2012 07:51:51 UTC",38.8162,-122.7940,1.0,3.10,23,"Northern California"
uw,60483936,2,"Saturday, November  3, 2012 07:46:20 UTC",48.6435,-123.0378,1.4,16.00,10,"San Juan Islands region, Washington"
ak,10592925,1,"Saturday, November  3, 2012 07:24:43 UTC",59.6109,-153.3865,3.2,124.60,13,"Southern Alaska"
pr,12308003,0,"Saturday, November  3, 2012 07:07:24 UTC",17.8122,-68.7005,3.4,99.00, 5,"Dominican Republic region"
pr,12308001,0,"Saturday, November  3, 2012 06:52:30 UTC",19.1261,-64.8882,2.9,24.00, 6,"Virgin Islands region"
hv,60426396,2,"Saturday, November  3, 2012 06:42:37 UTC",19.3338,-155.1878,2.0,5.60,30,"Island of Hawaii, Hawaii"
ci,15240593,0,"Saturday, November  3, 2012 06:41:48 UTC",33.8110,-116.9698,1.5,13.00,99,"Southern California"
ci,15240585,0,"Saturday, November  3, 2012 06:12:33 UTC",33.2730,-116.7672,1.2,0.10,25,"Southern California"
ci,15240561,0,"Saturday, November  3, 2012 05:57:17 UTC",36.0582,-117.5010,1.2,5.50,11,"Central California"
hv,60426361,2,"Saturday, November  3, 2012 05:57:07 UTC",19.4037,-155.2662,1.7,4.00,17,"Island of Hawaii, Hawaii"
nc,71874410,0,"Saturday, November  3, 2012 05:49:21 UTC",38.7652,-122.5925,1.7,5.10, 9,"Northern California"
nc,71874405,1,"Saturday, November  3, 2012 05:38:45 UTC",37.4295,-121.7718,1.8,10.40,44,"San Francisco Bay area, California"
pr,12308002,0,"Saturday, November  3, 2012 05:32:21 UTC",19.4655,-66.3060,3.2,63.00, 9,"Puerto Rico region"
nc,71874400,0,"Saturday, November  3, 2012 05:31:22 UTC",36.3632,-120.9073,1.1,8.00, 5,"Central California"
nc,71874395,0,"Saturday, November  3, 2012 05:26:13 UTC",38.7740,-122.7422,1.2,1.10,17,"Northern California"
ak,10592905,1,"Saturday, November  3, 2012 05:06:48 UTC",60.9104,-151.5276,1.9,78.10,12,"Kenai Peninsula, Alaska"
nc,71874370,0,"Saturday, November  3, 2012 04:59:44 UTC",38.8153,-122.8027,1.2,1.90,20,"Northern California"
nc,71874360,1,"Saturday, November  3, 2012 04:54:49 UTC",38.8103,-122.7927,1.1,3.60,24,"Northern California"
ak,10592895,1,"Saturday, November  3, 2012 04:33:36 UTC",63.0762,-151.5819,1.7,13.90, 8,"Central Alaska"
us,b000djsz,6,"Saturday, November  3, 2012 04:25:19 UTC",52.5224,-131.8698,4.4,12.80,175,"Queen Charlotte Islands, Canada region"
ak,10592890,1,"Saturday, November  3, 2012 04:12:03 UTC",63.1841,-150.0427,1.6,103.30, 6,"Central Alaska"
us,b000djsu,7,"Saturday, November  3, 2012 03:58:29 UTC",-6.3520,127.9541,4.6,360.80,67,"Banda Sea"
nc,71874310,1,"Saturday, November  3, 2012 03:55:05 UTC",36.8513,-121.5827,1.9,5.90,34,"Central California"
ci,15240537,0,"Saturday, November  3, 2012 03:43:24 UTC",34.0403,-117.2418,1.1,10.30,40,"Greater Los Angeles area, California"
nc,71874305,1,"Saturday, November  3, 2012 03:35:32 UTC",38.8378,-122.8283,1.8,2.50,27,"Northern California"
ci,15240529,0,"Saturday, November  3, 2012 03:30:35 UTC",34.1958,-117.5918,1.3,2.30,11,"Greater Los Angeles area, California"
pr,12308000,0,"Saturday, November  3, 2012 03:28:05 UTC",19.1084,-64.9465,3.0,17.00, 4,"Virgin Islands region"
nc,71874265,2,"Saturday, November  3, 2012 02:23:37 UTC",36.4600,-121.0332,1.2,4.80,14,"Central California"
uw,60483921,2,"Saturday, November  3, 2012 02:19:57 UTC",48.3225,-121.7278,1.1,2.90,10,"Washington"
ci,15240521,0,"Saturday, November  3, 2012 02:18:04 UTC",33.2720,-116.2393,1.6,9.60,91,"Southern California"
us,b000djsb,6,"Saturday, November  3, 2012 02:10:10 UTC",-3.6237,100.7665,4.7,38.70,34,"Kepulauan Mentawai region, Indonesia"
us,b000djsa,5,"Saturday, November  3, 2012 02:08:25 UTC",-5.5233,141.9706,4.4,40.00,30,"New Guinea, Papua New Guinea"
nc,71874235,0,"Saturday, November  3, 2012 01:39:44 UTC",40.3163,-124.1873,1.7,21.00, 8,"Northern California"
nc,71066029,2,"Saturday, November  3, 2012 01:21:15 UTC",37.4148,-118.6003,1.2,9.70,15,"Central California"
ak,10592845,1,"Saturday, November  3, 2012 00:30:19 UTC",61.6980,-154.1201,2.0,0.10, 5,"Southern Alaska"
pr,12307005,0,"Friday, November  2, 2012 23:49:26 UTC",19.0816,-66.0569,3.0,48.00, 4,"Puerto Rico region"
nc,71874175,1,"Friday, November  2, 2012 23:42:41 UTC",37.7535,-122.1590,1.7,3.10,22,"San Francisco Bay area, California"
us,b000djra,4,"Friday, November  2, 2012 23:42:37 UTC",-34.7694,-71.6879,4.4,46.70,25,"Libertador General Bernardo O'Higgins, Chile"
nm,1105112b,A,"Friday, November  2, 2012 23:41:06 UTC",36.5406,-89.5655,1.1,6.70,23,"southeastern Missouri"
nc,71874170,1,"Friday, November  2, 2012 23:40:58 UTC",38.7322,-122.7015,1.8,2.30,20,"Northern California"
nc,71874165,1,"Friday, November  2, 2012 23:34:29 UTC",38.8178,-122.7975,1.7,3.00,35,"Northern California"
ci,15240465,0,"Friday, November  2, 2012 23:02:38 UTC",33.1608,-116.1007,1.9,8.90,77,"Southern California"
us,b000djqk,7,"Friday, November  2, 2012 22:34:20 UTC",37.6667,141.5879,4.9,32.70,176,"near the east coast of Honshu, Japan"
hv,60426191,3,"Friday, November  2, 2012 22:20:38 UTC",19.3718,-155.2315,1.7,3.40,31,"Island of Hawaii, Hawaii"
ak,10592805,1,"Friday, November  2, 2012 22:12:41 UTC",61.5540,-140.9894,1.7,16.00, 5,"Southern Yukon Territory, Canada"
nc,71874150,1,"Friday, November  2, 2012 22:06:36 UTC",38.8075,-122.7897,1.0,3.50,25,"Northern California"
pr,12307004,0,"Friday, November  2, 2012 22:01:11 UTC",18.6678,-66.2733,2.5,19.00, 6,"Puerto Rico region"
ci,15240449,0,"Friday, November  2, 2012 22:00:07 UTC",32.5460,-116.7862,2.1,2.90,34,"Baja California, Mexico"
ci,15240441,0,"Friday, November  2, 2012 21:46:55 UTC",36.1507,-117.8437,1.7,9.40,11,"Central California"
uw,60483881,1,"Friday, November  2, 2012 21:45:59 UTC",44.1080,-123.0617,1.4,0.00,12,"Oregon"
ak,10592788,1,"Friday, November  2, 2012 21:37:45 UTC",63.3058,-145.1542,1.8,9.30, 9,"Central Alaska"
ci,15240425,0,"Friday, November  2, 2012 21:32:56 UTC",33.2140,-116.7107,1.1,2.60,29,"Southern California"
us,b000djpa,6,"Friday, November  2, 2012 21:31:48 UTC",24.9385,94.9199,4.5,99.10,28,"Myanmar-India border region"
uu,60003677,3,"Friday, November  2, 2012 21:31:10 UTC",38.1993,-112.3152,1.2,6.30, 9,"Utah"
uw,60483866,1,"Friday, November  2, 2012 21:21:36 UTC",49.4210,-120.5335,2.4,0.00,11,"British Columbia, Canada"
hv,60426146,3,"Friday, November  2, 2012 21:11:55 UTC",19.3868,-155.2815,2.1,2.80,49,"Island of Hawaii, Hawaii"
nc,71874125,0,"Friday, November  2, 2012 21:08:00 UTC",36.3145,-120.8330,1.0,9.10, 5,"Central California"
hv,60426131,2,"Friday, November  2, 2012 20:55:24 UTC",19.4012,-155.2548,1.9,0.50,13,"Island of Hawaii, Hawaii"
ci,15240409,0,"Friday, November  2, 2012 20:48:40 UTC",33.7203,-116.8102,1.1,20.60,34,"Southern California"
us,b000djng,4,"Friday, November  2, 2012 20:39:02 UTC",10.5895,122.9188,4.5,112.30,56,"Panay, Philippines"
ak,10592758,1,"Friday, November  2, 2012 20:35:37 UTC",61.5773,-147.5185,2.1,23.20,17,"Southern Alaska"
nc,71874090,3,"Friday, November  2, 2012 20:28:35 UTC",38.8042,-122.7895,2.2,2.20,68,"Northern California"
nc,71874085,0,"Friday, November  2, 2012 20:25:45 UTC",38.8122,-122.7810,1.4,0.70, 8,"Northern California"
nc,71874080,0,"Friday, November  2, 2012 20:24:39 UTC",38.8270,-122.8112,1.6,0.90,11,"Northern California"
nc,71874075,3,"Friday, November  2, 2012 20:23:42 UTC",38.8075,-122.7910,3.0,2.00,60,"Northern California"
uw,60483851,1,"Friday, November  2, 2012 20:14:30 UTC",46.3917,-122.6407,1.8,0.00,11,"Washington"
ci,15240393,0,"Friday, November  2, 2012 20:03:38 UTC",32.5963,-115.7068,2.7,8.00,49,"Baja California, Mexico"
us,b000djkp,8,"Friday, November  2, 2012 20:02:25 UTC",15.6624,146.8397,4.9,55.80,61,"Saipan region, Northern Mariana Islands"
uu,60003662,4,"Friday, November  2, 2012 19:49:59 UTC",38.9793,-111.4827,1.2,1.60, 8,"Utah"
ci,15240353,0,"Friday, November  2, 2012 19:19:49 UTC",33.4873,-116.4418,1.1,14.50,49,"Southern California"
nc,71874035,0,"Friday, November  2, 2012 19:12:09 UTC",37.5365,-118.8270,1.3,10.20,19,"Central California"
ci,15240345,0,"Friday, November  2, 2012 19:11:15 UTC",33.4833,-116.4467,1.0,14.60,32,"Southern California"
ak,10592378,1,"Friday, November  2, 2012 19:05:25 UTC",62.1435,-151.0063,2.0,52.00, 8,"Central Alaska"
nc,71065989,2,"Friday, November  2, 2012 19:02:12 UTC",38.9705,-123.2547,1.3,6.90, 6,"Northern California"
nc,71874030,3,"Friday, November  2, 2012 19:02:03 UTC",38.9802,-123.2627,1.3,0.30,13,"Northern California"
uw,60483821,4,"Friday, November  2, 2012 18:53:39 UTC",47.4742,-122.0880,1.8,22.10,46,"Seattle-Tacoma urban area, Washington"
nc,71874025,2,"Friday, November  2, 2012 18:42:33 UTC",39.2513,-122.7217,1.9,9.50,30,"Northern California"
nc,71874010,3,"Friday, November  2, 2012 18:34:01 UTC",36.2913,-120.8767,2.4,6.70,102,"Central California"
nc,71874020,2,"Friday, November  2, 2012 18:32:38 UTC",37.3268,-122.1057,1.4,0.00,15,"San Francisco Bay area, California"
ci,15240321,2,"Friday, November  2, 2012 18:32:31 UTC",33.6560,-116.7163,1.4,17.60,32,"Southern California"
us,b000djgv,E,"Friday, November  2, 2012 18:17:33 UTC",9.2587,126.2333,6.1,38.10,510,"Mindanao, Philippines"
nc,71874005,0,"Friday, November  2, 2012 18:17:19 UTC",40.2860,-122.0603,1.1,8.90,10,"Northern California"
ak,10592342,1,"Friday, November  2, 2012 18:14:51 UTC",60.1996,-152.2025,2.5,63.70,18,"Southern Alaska"
ak,10592340,1,"Friday, November  2, 2012 18:13:10 UTC",62.2395,-141.6507,2.1,7.80,13,"Central Alaska"
nc,71874000,1,"Friday, November  2, 2012 18:05:32 UTC",37.6583,-122.5023,1.9,10.10,27,"offshore Northern California"
pr,12307003,0,"Friday, November  2, 2012 17:58:22 UTC",18.5776,-65.3817,2.5,91.00, 4,"Puerto Rico region"
nc,71873995,0,"Friday, November  2, 2012 17:39:55 UTC",36.6040,-121.2108,1.6,8.40, 8,"Central California"
ci,15240305,2,"Friday, November  2, 2012 17:26:08 UTC",34.6198,-117.1195,1.6,0.00,11,"Southern California"
hv,60426026,1,"Friday, November  2, 2012 16:17:46 UTC",19.3612,-154.9827,1.9,5.10,14,"Hawaii region, Hawaii"
hv,60426016,2,"Friday, November  2, 2012 16:14:49 UTC",19.3897,-155.2525,2.0,3.30,25,"Island of Hawaii, Hawaii"
nc,71873935,2,"Friday, November  2, 2012 16:11:24 UTC",35.5390,-120.8378,1.0,7.70,18,"Central California"
ci,15240281,0,"Friday, November  2, 2012 15:22:45 UTC",34.4512,-117.5475,2.2,38.20,11,"Southern California"
ak,10592304,1,"Friday, November  2, 2012 15:01:50 UTC",63.5405,-151.0020,1.6,0.00, 9,"Central Alaska"
nc,71873940,6,"Friday, November  2, 2012 14:55:53 UTC",37.5860,-119.1168,1.1,31.30,13,"Central California"
nc,71873910,1,"Friday, November  2, 2012 14:47:59 UTC",38.7880,-122.7777,1.6,2.70,35,"Northern California"
ak,10592302,1,"Friday, November  2, 2012 14:47:24 UTC",63.5338,-151.0073,2.0,0.40, 9,"Central Alaska"
